id;name;full_name;birth_date;height_cm;weight_kgs;positions;nationality;overall_rating;preferred_foot;weak_foot(1-5);skill_moves(1-5);club_team
199915;L. Dunk;Lewis Dunk;21.11.1991;193.04;88;CB;England;78;Right;3;2;Brighton & Hove Albion
200607;C. Schindler;Christopher Schindler;29.04.1990;187.96;77.1;CB;Germany;78;Right;3;2;Huddersfield Town
200641;Y. Konoplyanka;Yevhen Konoplyanka;29.09.1989;152.4;78;LM;Ukraine;78;Right;3;4;FC Schalke 04
200677;Pedro Mendes;Pedro Filipe Teodósio Mendes;01.10.1990;185.42;78;CB;Portugal;78;Right;3;2;Montpellier HSC
201046;R. Saponara;Riccardo Saponara;21.12.1991;182.88;73;CAM;Italy;78;Right;4;4;Sampdoria
201510;L. Kurzawa;Layvin Kurzawa;04.09.1992;182.88;76.2;LB;France;78;Left;3;4;Paris Saint-Germain
201922;M. Hinteregger;Martin Hinteregger;07.09.1992;182.88;83;CB;Austria;78;Left;3;2;Eintracht Frankfurt
202429;D. da Costa;Danny  Vieira da Costa;13.07.1993;187.96;88;RWB;Germany;78;Right;3;3;Eintracht Frankfurt
202642;Fernando;Fernando Lucas Martins;03.03.1992;175.26;79.8;CDM;Brazil;78;Right;3;3;Spartak Moscow
202750;W. Boly;Willy Boly;03.02.1991;195.58;97.1;CB;France;78;Right;4;2;Wolverhampton Wanderers
202789;A. Schwolow;Alexander Schwolow;02.06.1992;187.96;83.9;GK;Germany;78;Right;3;1;SC Freiburg
202851;G. Defrel;Gregoire Defrel;17.06.1991;152.4;77.1;ST;France;78;Left;3;4;Sampdoria
202935;Álvaro;Álvaro González Soberón;08.01.1990;182.88;74.8;CB;Spain;78;Right;3;2;Villarreal CF
203106;L. Bittencourt;Leonardo Bittencourt;19.12.1993;170.18;62.1;CAM;Germany;78;Right;4;4;TSG 1899 Hoffenheim
203299;A. Carrillo;André Martín Carrillo Díaz;14.06.1991;154.94;78;RM;Peru;78;Right;4;4;Peru
203362;M. Elyounoussi;Mohamed Elyounoussi;04.08.1994;152.4;69.9;LM;Norway;78;Right;4;4;Southampton
183497;O. Karnezis;Orestis Karnezis;11.07.1985;190.5;81.2;GK;Greece;78;Right;3;1;Napoli
190149;De Marcos;Óscar de Marcos Arana;14.04.1989;182.88;79.8;RB;Spain;78;Right;3;4;Athletic Club de Bilbao
193476;R. Cabella;Rémy Cabella;08.03.1990;170.18;71.2;CAM;France;78;Right;4;4;AS Saint-Étienne
150724;J. Hart;Joe Hart;19.04.1987;195.58;91.2;GK;England;78;Right;3;1;Burnley
159171;Jurado;José Manuel Jurado Marín;29.06.1986;175.26;72.1;RM;Spain;78;Right;4;3;Al Ahli
186302;E. Hernández;Elías Hernán Hernández Jacuinde;29.04.1988;170.18;64.9;RM;Mexico;78;Right;3;4;Cruz Azul
192445;D. Ginczek;Daniel Ginczek;13.04.1991;190.5;84.8;ST;Germany;78;Right;4;3;VfL Wolfsburg
199354;Lucas Pérez;Lucas Pérez Martínez;10.09.1988;154.94;73;ST;Spain;78;Left;4;4;West Ham United
158133;J. Farfán;Jefferson Agustín Farfán Guadalupe;26.10.1984;152.4;83.9;RM;Peru;78;Right;3;4;Lokomotiv Moscow
172723;A. Begovi?;Asmir Begovi?;20.06.1987;198.12;83;GK;Bosnia Herzegovina;78;Right;2;1;Bournemouth
153260;Hilton;Vitorino Hilton da Silva;13.09.1977;154.94;78;CB;Brazil;78;Right;3;3;Montpellier HSC
189606;J. Baumgartlinger;Julian Baumgartlinger;02.01.1988;182.88;86.2;CDM;Austria;78;Right;3;2;Bayer 04 Leverkusen
178085;Granero;Esteban Félix Granero Molina;02.07.1987;154.94;78;CM;Spain;78;Right;4;4;RCD Espanyol
173474;Z. Junuzovi?;Zlatko Junuzovi?;26.09.1987;172.72;72.1;CM;Austria;78;Right;4;3;FC Red Bull Salzburg
172962;V. Moses;Victor Moses;12.12.1990;152.4;77.1;RW;Nigeria;78;Right;4;4;Fenerbahçe SK
158626;M. Debuchy;Mathieu Debuchy;28.07.1985;175.26;76.2;RB;France;78;Right;3;3;AS Saint-Étienne
219145;G. Maripán;Guillermo Alfonso Maripán Loaysa;06.05.1994;193.04;83;CB;Chile;77;Right;2;2;Deportivo Alavés
146952;Iván Cuéllar;Iván Cuéllar Sacristán;27.05.1984;187.96;76.2;GK;Spain;77;Left;2;1;CD Leganés
177159;F. Johnson;Fabian Johnson;11.12.1987;182.88;73.9;LM;United States;77;Right;4;3;Borussia Mönchengladbach
236295;Aarón Martín;Aarón Martín Caricol;22.04.1997;154.94;72.1;LB;Spain;77;Left;3;3;1. FSV Mainz 05
229636;G. Pereiro;Gastón Rodrigo Pereiro López;11.06.1995;187.96;76.2;CAM;Uruguay;77;Left;2;3;PSV
185090;B. Moukandjo;Benjamin Moukandjo Bilé;12.11.1988;154.94;73.9;ST;Cameroon;77;Right;3;4;Jiangsu Suning FC
177666;M. Harnik;Martin Harnik;10.06.1987;185.42;79.8;ST;Austria;77;Right;4;3;SV Werder Bremen
205569;J. Ward-Prowse;James  Ward-Prowse;01.11.1994;172.72;66.2;RM;England;77;Right;3;3;Southampton
184575;R. Alessandrini;Romain Alessandrini;03.04.1989;172.72;69.9;RM;France;78;Left;4;4;LA Galaxy
172287;Manu García;Manuel Alejandro García Sánchez;26.04.1986;182.88;73.9;CDM;Spain;78;Left;3;2;Deportivo Alavés
190717;M. Antonio;Michail Antonio;28.03.1990;152.4;82.1;ST;England;78;Right;3;4;West Ham United
184826;Adrien Silva;Adrien Sebastian Perruchet Silva;15.03.1989;175.26;68.9;CM;Portugal;78;Right;4;3;AS Monaco
193011;S. Cook;Steve Cook;19.04.1991;185.42;82.1;CB;England;78;Right;3;2;Bournemouth
189682;B. Mee;Ben Mee;23.09.1989;182.88;82.1;CB;England;78;Left;3;2;Burnley
164082;Adriano;Adriano Correia Claro;26.10.1984;172.72;74.8;LB;Brazil;78;Left;5;4;Be?ikta? JK
178416;J. Lens;Jeremain Lens;24.11.1987;152.4;74.8;RM;Netherlands;78;Right;4;4;Be?ikta? JK
189250;S. Rondón;José Salomón Rondón Giménez;16.09.1989;185.42;98;ST;Venezuela;77;Right;4;3;Newcastle United
208450;Andreas Pereira;Andreas Hugo Hoelgebaum Pereira;01.01.1996;152.4;71.2;CM;Brazil;77;Right;4;4;Manchester United
162369;V. Ibiševi?;Vedad Ibiševi?;06.08.1984;187.96;82.1;ST;Bosnia Herzegovina;77;Right;3;3;Hertha BSC
205632;L. Ocampos;Lucas Ocampos;11.07.1994;187.96;83.9;LM;Argentina;77;Right;3;4;Olympique de Marseille
183871;N. Müller;Nicolai Müller;25.09.1987;172.72;66.2;RM;Germany;77;Right;3;3;Hannover 96
230463;Simão Acunha;Simão Alvin Acunha Bardini;29.02.1988;152.4;71.2;CAM;Brazil;77;Right;2;4;Atlético Mineiro
219455;J. Calleri;Jonathan Calleri;23.09.1993;154.94;77.1;ST;Argentina;77;Right;2;4;Deportivo Alavés
215871;A. Jahanbakhsh;Alireza Jahanbakhsh;11.08.1993;154.94;78;RM;Iran;77;Right;4;4;Brighton & Hove Albion
189757;A. Prijovi?;Aleksandar Prijovi?;21.04.1990;190.5;88;ST;Serbia;77;Right;3;3;Al Ittihad
177723;Fabricio;Fabricio Martín Agosto Ramírez;17.12.1987;182.88;79.8;GK;Spain;77;Right;4;1;Fulham
213051;M. Elneny;Mohamed Elneny;11.07.1992;154.94;73.9;CDM;Egypt;77;Right;3;3;Arsenal
223033;Jorge Meré;Jorge Meré Pérez;17.04.1997;182.88;79.8;CB;Spain;77;Right;3;2;1. FC Köln
199737;Wilson Eduardo;Wilson Bruno Naval Costa Eduardo;08.07.1990;152.4;73;ST;Portugal;77;Right;3;4;SC Braga
227127;Álex Remiro;Alejandro Remiro Gargallo;24.03.1995;190.5;83;GK;Spain;77;Right;3;1;Athletic Club de Bilbao
196150;T. Gutiérrez;Teófilo Gutiérrez;17.05.1985;152.4;81.2;ST;Colombia;77;Right;3;4;Junior FC
142902;A. Pyatov;Andriy Pyatov;28.06.1984;190.5;89.8;GK;Ukraine;77;Right;3;1;Shakhtar Donetsk
212602;Diego Llorente;Diego Javier Llorente Ríos;16.08.1993;185.42;74.8;CB;Spain;77;Right;3;2;Real Sociedad
168312;I. Abate;Ignazio Abate;12.11.1986;154.94;73;RB;Italy;77;Right;2;3;Milan
157304;T. Vermaelen;Thomas Vermaelen;14.11.1985;182.88;79.8;CB;Belgium;77;Left;3;2;FC Barcelona
205431;N. Füllkrug;Niclas Füllkrug;09.02.1993;187.96;83;ST;Germany;77;Right;4;3;Hannover 96
200054;Pedro Obiang;Pedro  Mba Obiang Avomo;27.03.1992;185.42;74.8;CDM;Equatorial Guinea;77;Right;3;3;West Ham United
216437;Wallace;Wallace Fortuna dos Santos;14.10.1994;190.5;84.8;CB;Brazil;77;Right;2;2;Lazio
205427;Djaniny;Jorge Djaniny  Tavares Semedo;21.03.1991;190.5;78;ST;Cape Verde;77;Right;4;4;Al Ahli
183666;Roberto;Roberto Jiménez Gago;10.02.1986;193.04;93.9;GK;Spain;77;Right;2;1;RCD Espanyol
177519;S. Tasci;Serdar Ta?ç?;24.04.1987;185.42;81.2;CB;Germany;77;Right;4;3;Medipol Ba?ak?ehir FK
172143;L. Schøne;Lasse Schøne;27.05.1986;152.4;78;CM;Denmark;77;Right;3;3;Ajax
50542;J. Defoe;Jermain  Defoe;07.10.1982;170.18;64.9;ST;England;77;Right;4;3;Rangers FC
188524;V. Babacan;Volkan Babacan;11.08.1988;193.04;86.2;GK;Turkey;77;Right;2;1;Medipol Ba?ak?ehir FK
185195;O. Ighalo;Odion Jude Ighalo;16.06.1989;182.88;74.8;ST;Nigeria;77;Right;3;4;Shanghai Greenland Shenhua FC
193130;A. Schürrle;André Schürrle;06.11.1990;182.88;71.2;RW;Germany;77;Right;4;3;Fulham
225126;E. Skhiri;Ellyes Skhiri;10.05.1995;185.42;68.9;CDM;Tunisia;77;Right;3;3;Montpellier HSC
229476;W. Anton;Waldemar Anton;20.07.1996;187.96;74.8;CB;Germany;77;Right;3;3;Hannover 96
152999;R. Palacio;Rodrigo Sebastián Palacio;05.02.1982;175.26;69.9;ST;Argentina;77;Right;3;4;Bologna
224933;K. Lasagna;Kevin Lasagna;10.08.1992;185.42;79.8;ST;Italy;77;Left;3;3;Udinese
152997;D. Cvitanich;Darío Cvitanich;16.05.1984;175.26;72.1;ST;Argentina;77;Right;3;3;Racing Club
182179;S. De Maio;Sebastian De Maio;05.03.1987;190.5;89.8;CB;France;77;Right;3;2;Udinese
183714;S. Terodde;Simon Terodde;02.03.1988;193.04;83;ST;Germany;77;Right;4;3;1. FC Köln
177569;J. De Guzmán;Jonathan  de Guzmán;13.09.1987;175.26;73.9;CM;Netherlands;77;Right;4;3;Eintracht Frankfurt
152993;R. Civelli;Renato Civelli;14.10.1983;195.58;88.9;CB;Argentina;77;Right;3;2;Club Atlético Banfield
221342;Pablo Maffeo;Pablo Maffeo Becerra;12.07.1997;172.72;69.9;RWB;Spain;77;Right;3;3;VfB Stuttgart
201118;Cédric;Cédric Ricardo Alves Soares;31.08.1991;172.72;67.1;RB;Portugal;77;Right;4;3;Inter
184477;K. Papadopoulos;Kyriakos Papadopoulos;23.02.1992;185.42;87.1;CB;Greece;77;Right;3;2;Hamburger SV
210333;A. Szymanowski;Alexander Szymanowski;13.10.1988;175.26;64.9;LM;Argentina;77;Left;3;4;CD Leganés
190875;J. Kucka;Juraj Kucka;26.02.1987;185.42;83.9;CM;Slovakia;77;Right;3;3;Parma
53914;P. Jagielka;Phil Jagielka;17.08.1982;154.94;87.1;CB;England;77;Right;3;2;Everton
211354;M. Benassi;Marco Benassi;08.09.1994;182.88;79.8;CM;Italy;77;Right;3;3;Fiorentina
194201;P. Jansson;Pontus Jansson;13.02.1991;195.58;86.2;CB;Sweden;77;Right;3;2;Leeds United
186521;B. Espinosa;Bernardo José Espinosa Zúñiga;11.07.1989;193.04;83.9;CB;Colombia;77;Right;3;2;Girona FC
212442;José Sá;José Pedro Malheiro de Sá;17.01.1993;193.04;84.8;GK;Portugal;77;Right;2;1;Olympiacos CFP
199641;M. Sels;Matz Sels;26.02.1992;190.5;88;GK;Belgium;77;Right;2;1;RC Strasbourg Alsace
183512;Yuri Berchiche;Yuri Berchiche Izeta;10.02.1990;154.94;79.8;LB;Spain;77;Left;3;3;Athletic Club de Bilbao
220883;R. Borré;Rafael Santos Borré;15.09.1995;175.26;71.2;ST;Colombia;77;Right;3;4;River Plate
216531;Paulinho;João Paulo Dias Fernandes;09.11.1992;187.96;81.2;ST;Portugal;77;Left;4;3;SC Braga
201939;C. Piccini;Cristiano Piccini;26.09.1992;187.96;78.9;RB;Italy;77;Right;2;3;Valencia CF
190674;B. André;Benjamin André;03.08.1990;154.94;76.2;CM;France;77;Right;3;3;Stade Rennais FC
169426;Barragán;Antonio Barragán Fernández;12.06.1987;182.88;76.2;RWB;Spain;77;Right;3;3;Real Betis
218066;M. Samatta;Mbwana Ally Samatta;13.12.1992;182.88;79.8;ST;Tanzania;77;Right;4;3;KRC Genk
231633;I. Diop;Issa Diop;09.01.1997;193.04;92.1;CB;France;77;Right;3;2;West Ham United
199633;M. Lowton;Matthew Lowton;09.06.1989;154.94;78;RB;England;77;Right;3;2;Burnley
232656;T. Hernández;Theo Bernard François Hernández;06.10.1997;182.88;82.1;LB;France;77;Left;3;3;Real Sociedad
192715;Juanpe;Juan Pedro Ramírez López;30.04.1991;190.5;84.8;CB;Spain;77;Right;3;2;Girona FC
216266;K. Tete;Kenny Tete;09.10.1995;154.94;71.2;RB;Netherlands;77;Right;3;2;Olympique Lyonnais
138699;B. Džemaili;Blerim Džemaili;12.04.1986;152.4;73;CM;Switzerland;77;Right;4;4;Bologna
199626;André André;André Filipe Brás André;26.08.1989;175.26;64.9;CM;Portugal;77;Right;4;3;Vitória Guimarães
190223;Balenziaga;Mikel Balenziaga Oruesagasti;29.02.1988;152.4;76.2;LB;Spain;76;Left;4;3;Athletic Club de Bilbao
161805;V. Behrami;Valon Behrami;19.04.1985;185.42;78;CDM;Switzerland;76;Right;3;3;Udinese
192012;D. Reyes;Diego Antonio Reyes Rosales;19.09.1992;187.96;73.9;CB;Mexico;76;Right;3;2;CD Leganés
189196;Caiuby;Caiuby Francisco da Silva;14.07.1988;182.88;84.8;LM;Brazil;76;Right;4;3;Grasshopper Club Zürich
188428;S. Doumbia;Seydou Doumbia;31.12.1987;152.4;71.2;ST;Ivory Coast;76;Right;4;3;Girona FC
242444;João Félix;João Félix Sequeira;10.11.1999;154.94;69.9;CF;Portugal;76;Right;3;4;SL Benfica
215051;L. López;Lisandro López;01.09.1989;190.5;82.1;CB;Argentina;76;Right;3;2;Boca Juniors
171018;Mario Suárez;Mario Suárez Mata;24.02.1987;187.96;79.8;CM;Spain;76;Right;4;3;Rayo Vallecano
172553;J. Lössl;Jonas Lössl;01.02.1989;195.58;88;GK;Denmark;76;Right;2;1;Huddersfield Town
167431;G. Castro;Gonzalo Castro Randon;11.06.1987;172.72;72.1;CM;Germany;76;Right;4;3;VfB Stuttgart
188166;M. Phillips;Matt Phillips;13.03.1991;182.88;74.8;CAM;Scotland;76;Right;4;4;West Bromwich Albion
221701;Gabriel Boschilia;Gabriel Boschilia;05.03.1996;172.72;63;CAM;Brazil;76;Left;3;3;FC Nantes
221445;Wu Lei;??;19.11.1991;175.26;66.2;ST;China PR;76;Right;4;3;RCD Espanyol
200197;N. Blandi;Nicolás Blandi;13.01.1990;154.94;76.2;ST;Argentina;76;Right;3;3;San Lorenzo de Almagro
220932;L. Kalini?;Lovre Kalini?;03.04.1990;200.66;98.9;GK;Croatia;76;Left;2;1;Aston Villa
201988;F. Fernández;Federico Fernández;21.02.1989;190.5;83;CB;Argentina;76;Right;2;2;Newcastle United
196144;J. Martínez;Jackson Martínez;03.10.1986;185.42;79.8;ST;Colombia;76;Right;4;3;Portimonense SC
210736;Emerson;Emerson Palmieri dos Santos;03.08.1994;175.26;77.1;LB;Italy;76;Left;3;3;Chelsea
193839;Rômulo;Rômulo  Souza Orestes Caldeira;22.05.1987;152.4;72.1;CM;Italy;76;Right;2;4;Lazio
184111;C. Benteke;Christian Benteke Liolo;03.12.1990;190.5;83;ST;Belgium;76;Right;3;2;Crystal Palace
229167;M. Rashica;Milot Rashica;28.06.1996;152.4;73;RW;Kosovo;76;Right;4;3;SV Werder Bremen
163631;L. Baines;Leighton Baines;11.12.1984;170.18;69.9;LB;England;76;Left;3;3;Everton
152879;M. Noble;Mark Noble;08.05.1987;152.4;76.2;CM;England;76;Right;3;3;West Ham United
244269;F. Benkovi?;Filip Benkovi?;13.07.1997;193.04;91.2;CB;Croatia;76;Right;3;2;Celtic
174381;C. Riveros;Cristian Miguel Riveros Núñez;16.10.1982;152.4;73.9;CM;Paraguay;76;Right;3;3;Paraguay
204077;M. Niang;M'Baye Babacar Niang;19.12.1994;182.88;78;LW;Senegal;76;Right;4;3;Stade Rennais FC
189484;D. Santon;Davide Santon;02.01.1991;187.96;77.1;LB;Italy;76;Right;3;3;Roma
224811;I. Ordets;Ivan Ordets;08.07.1992;193.04;88;CB;Ukraine;76;Right;3;2;Shakhtar Donetsk
228650;Francisco Geraldes;Francisco Geraldes;18.04.1995;175.26;64.9;CAM;Portugal;76;Right;4;4;Sporting CP
155946;R. Snodgrass;Robert Snodgrass;07.09.1987;182.88;82.1;RM;Scotland;76;Left;3;3;West Ham United
226601;Vitor Hugo;Vitor Hugo Franchescoli de Souza;20.05.1991;187.96;79.8;CB;Brazil;76;Left;2;2;Fiorentina
223273;M. Pašali?;Mario Pašali?;09.02.1995;187.96;83;CM;Croatia;76;Right;4;4;Atalanta
186200;F. Borini;Fabio Borini;23.03.1991;154.94;73.9;LW;Italy;76;Right;3;4;Milan
221016;N. Vuk?evi?;Nikola Vuk?evi?;13.12.1991;182.88;76.2;CDM;Montenegro;76;Left;3;3;Levante UD
134744;A. Hutchinson;Atiba Hutchinson;08.02.1983;187.96;83;CDM;Canada;76;Right;4;2;Be?ikta? JK
183895;M. Moralez;Maximiliano Nicol Moralez;27.02.1987;157.48;55.8;CAM;Argentina;76;Right;4;4;New York City FC
195671;C. Austin;Charlie Austin;05.07.1989;187.96;83.9;ST;England;76;Right;2;2;Southampton
215639;Kenedy;Robert Kenedy Nunes do Nascimento;08.02.1996;182.88;77.1;LM;Brazil;76;Left;2;4;Newcastle United
230230;Eltildo Correia;Eltildo Lucas Correia Pitta;29.02.1992;187.96;78;CB;Brazil;76;Right;3;2;Atlético Mineiro
199254;João Pedro;João Pedro Geraldino dos Santos Galvão;09.03.1992;182.88;73;CAM;Brazil;76;Right;4;4;Cagliari
163925;A. Diamanti;Alessandro Diamanti;02.05.1983;154.94;74.8;CAM;Italy;76;Left;2;4;Livorno
209236;Guilherme;Guilherme dos Santos Torres;05.04.1991;152.4;76.2;CDM;Brazil;76;Right;4;3;Olympiacos CFP
139860;J. Morel;Jérémy Morel;02.04.1984;175.26;78;CB;Madagascar;76;Left;2;2;Olympique Lyonnais
162131;Llorente;Fernando Javier Llorente Torres;26.02.1985;193.04;92.1;ST;Spain;76;Right;3;3;Tottenham Hotspur
143699;G. Gönül;Gökhan Gönül;04.01.1985;175.26;74.8;RB;Turkey;76;Right;3;3;Be?ikta? JK
186961;A. Paloschi;Alberto Paloschi;04.01.1990;182.88;79.8;ST;Italy;76;Right;4;3;SPAL
230224;Juli Freitinho;Julio Leonardo Dourado de Freitas;29.02.1988;193.04;91.2;CB;Brazil;76;Right;3;2;Bahia
155984;Markel Bergara;Markel Bergara Larrañaga;05.05.1986;154.94;78;CDM;Spain;76;Right;3;3;Getafe CF
178284;L. Nguyen;Lee Nguyen;07.10.1986;172.72;68;CAM;United States;76;Right;3;4;Los Angeles FC
203910;A. Knockaert;Anthony Knockaert;20.11.1991;172.72;68.9;RM;France;76;Left;3;4;Brighton & Hove Albion
229764;Córdoba;Iñigo Córdoba Kerejeta;13.03.1997;154.94;73;LW;Spain;76;Left;3;4;Athletic Club de Bilbao
208004;J. Veltman;Joël Veltman;15.01.1992;182.88;74.8;RB;Netherlands;76;Right;4;2;Ajax
201858;N. Sansone;Nicola Sansone;10.09.1991;175.26;68;ST;Italy;76;Right;3;4;Bologna
143745;A. Turan;Arda Turan;30.01.1987;152.4;76.2;CM;Turkey;76;Right;4;4;Medipol Ba?ak?ehir FK
193408;H. Seferovi?;Haris Seferovi?;22.02.1992;187.96;84.8;ST;Switzerland;76;Left;3;3;Switzerland
230528;Rafael Cachoira;Rafael Jorgino Cachoira Rebelo;29.02.1988;187.96;83.9;CB;Brazil;76;Right;3;2;Paraná
238463;A. Haidara;Amadou Haidara;31.01.1998;175.26;67.1;CM;Mali;76;Right;2;4;RB Leipzig
189053;F. Caputo;Francesco Caputo;06.08.1987;154.94;73.9;ST;Italy;76;Right;4;3;Empoli
222077;M. Locatelli;Manuel Locatelli;08.01.1998;185.42;74.8;CDM;Italy;76;Right;3;3;Sassuolo
197756;J. Ayew;Jordan Ayew;11.09.1991;182.88;81.2;ST;Ghana;76;Right;3;4;Crystal Palace
215930;T. Jedvaj;Tin Jedvaj;28.11.1995;182.88;82.1;CB;Croatia;76;Right;3;2;Bayer 04 Leverkusen
188536;S. Hanni;Sofiane Hanni;29.12.1990;152.4;72.1;CAM;Algeria;76;Right;4;4;Spartak Moscow
146296;Andrés Fernández;Andrés Eduardo Fernández Moreno;16.12.1986;187.96;82.1;GK;Spain;76;Right;3;1;Villarreal CF
203128;T. Monconduit;Thomas Monconduit;10.02.1991;182.88;83;CDM;France;76;Right;3;2;Amiens SC
226166;N. Mukiele;Nordi Mukiele;01.11.1997;185.42;73.9;RB;France;76;Right;3;3;RB Leipzig
206198;D. Heintz;Dominique Heintz;15.08.1993;187.96;88.9;CB;Germany;76;Left;3;2;SC Freiburg
192427;Júnior Caiçara;Uílson de Souza Paula Júnior;27.04.1989;172.72;69.9;RB;Brazil;76;Right;4;3;Medipol Ba?ak?ehir FK
152747;A. Lennon;Aaron  Lennon;16.04.1987;165.1;63;RM;England;76;Right;3;3;Burnley
205995;J. Willems;Jetro Willems;30.03.1994;152.4;82.1;LWB;Netherlands;76;Left;4;3;Eintracht Frankfurt
221354;M. Veljkovi?;Miloš Veljkovi?;26.09.1995;182.88;77.1;CB;Serbia;76;Right;3;2;SV Werder Bremen
194728;I. Belfodil;Ishak Belfodil;12.01.1992;190.5;86.2;ST;Algeria;76;Right;2;3;TSG 1899 Hoffenheim
188840;Miguel Lopes;Hugo Miguel Almeida Costa Lopes;19.12.1986;182.88;83;RB;Portugal;76;Right;4;3;Akhisar Belediyespor
182184;D. Stephens;Dale Stephens;12.06.1989;185.42;71.2;CM;England;76;Right;3;3;Brighton & Hove Albion
235944;Brais Méndez;Brais Méndez Portela;07.01.1997;187.96;76.2;RM;Spain;76;Left;3;4;RC Celta
190885;A. Smith;Adam Smith;29.04.1991;154.94;78;LB;England;76;Right;3;3;Bournemouth
201893;Recio;José Luis García del Pozo;11.01.1991;182.88;73.9;CDM;Spain;76;Right;3;3;CD Leganés
189860;Kiko Femenía;Francisco Femenía Far;02.02.1991;175.26;60.8;RB;Spain;76;Right;3;3;Watford
230564;M. Ga?inovi?;Mijat Ga?inovi?;08.02.1995;175.26;68.9;CM;Serbia;76;Right;3;4;Eintracht Frankfurt
152996;P. Skjelbred;Per Ciljan Skjelbred;16.06.1987;175.26;73.9;CDM;Norway;76;Right;3;3;Hertha BSC
211108;Fernandinho;Da Conceição Fernando Henrique;16.03.1993;175.26;64.9;CAM;Brazil;76;Left;3;4;Chongqing Dangdai Lifan FC SWM Team
134820;S. Brown;Scott Brown;25.06.1985;175.26;79.8;CDM;Scotland;76;Right;3;3;Celtic
232099;M. Gruji?;Marko Gruji?;13.04.1996;190.5;82.1;CDM;Serbia;76;Right;3;3;Hertha BSC
200353;A. Soumaoro;Adama Soumaoro;18.06.1992;187.96;91.2;CB;France;76;Right;3;2;LOSC Lille
198614;Raúl Navas;Raúl Rodríguez Navas;11.05.1988;185.42;83.9;CB;Spain;76;Right;3;2;Real Sociedad
184789;A. Szalai;Ádám Szalai;09.12.1987;193.04;89.8;ST;Hungary;76;Right;3;3;TSG 1899 Hoffenheim
230613;A. Diawara;Amadou Diawara;17.07.1997;182.88;73.9;CM;Guinea;76;Right;3;3;Napoli
189908;L. Skorupski;?ukasz Skorupski;05.05.1991;187.96;83.9;GK;Poland;76;Right;2;1;Bologna
192722;R. Hamouma;Romain Hamouma;29.03.1987;152.4;76.2;RM;France;76;Right;4;3;AS Saint-Étienne
204497;K. Stöger;Kevin Stöger;27.08.1993;175.26;74.8;CAM;Austria;76;Left;3;3;Fortuna Düsseldorf
211408;K. Linetty;Karol Linetty;02.02.1995;175.26;73;CM;Poland;76;Right;3;3;Sampdoria
198352;S. Bell;Stefan Bell;24.08.1991;193.04;88;CB;Germany;76;Right;2;2;1. FSV Mainz 05
188879;A. N'Diaye;Alfred John Momar N'Diaye;06.03.1990;187.96;89.8;CDM;Senegal;76;Right;3;3;Málaga CF
231887;Y. Yaz?c?;Yusuf Yaz?c?;29.01.1997;182.88;73.9;CAM;Turkey;76;Left;4;4;Trabzonspor
189390;B. Oczipka;Bastian Oczipka;12.01.1989;185.42;84.8;LWB;Germany;76;Left;2;2;FC Schalke 04
239053;F. Valverde;Federico Valverde;22.07.1998;182.88;78;CM;Uruguay;76;Right;3;3;Real Madrid
214989;M. Benítez;Martín Benítez;17.06.1994;172.72;72.1;CAM;Argentina;76;Right;2;4;Independiente
137677;M. Vorm;Michel Vorm;20.10.1983;182.88;83.9;GK;Netherlands;76;Right;3;1;Tottenham Hotspur
198861;N. Mendy;Nampalys Mendy;23.06.1992;167.64;73;CDM;France;76;Right;3;3;Leicester City
209610;J. Vázquez;José Juan Vázquez Gómez;14.03.1988;165.1;64;CDM;Mexico;76;Right;3;2;Santos Laguna
240900;Unai Núñez;Unai Núñez Gestoso;30.01.1997;185.42;81.2;CB;Spain;75;Right;3;2;Athletic Club de Bilbao
225028;N. Radoja;Nemanja Radoja;06.02.1993;185.42;77.1;CM;Serbia;75;Right;3;3;RC Celta
186115;K. Gibbs;Kieran  Gibbs;26.09.1989;152.4;69.9;LB;England;75;Left;2;3;West Bromwich Albion
213761;A. Hamdallah;Abderrazak Hamdallah;17.12.1990;182.88;81.2;ST;Morocco;75;Right;3;3;Al Nassr
239872;Pablo Santos;Pablo Renan dos Santos;18.03.1992;187.96;82.1;CB;Brazil;75;Left;2;2;SC Braga
216320;S. Fofana;Seko Fofana;07.05.1995;182.88;77.1;CM;Ivory Coast;75;Right;4;3;Udinese
768;Felipe;Felipe Dias da Silva dal Belo;31.07.1984;187.96;74.8;CB;Brazil;75;Left;3;2;SPAL
188414;C. Villanueva;Carlos Andrés Villanueva Roland;05.02.1986;172.72;73;CAM;Chile;76;Left;3;5;Al Ittihad
176894;Mossoró;José Márcio da Costa;04.07.1983;170.18;67.1;CAM;Brazil;76;Right;4;4;Medipol Ba?ak?ehir FK
220414;Diego Rico;Diego Rico Salguero;23.02.1993;182.88;76.2;LB;Spain;76;Left;2;3;Bournemouth
205566;Alberto Moreno;Alberto Moreno Pérez;05.07.1992;170.18;64.9;LB;Spain;76;Left;3;3;Liverpool
199422;J. Clasie;Jordy Clasie;27.06.1991;170.18;66.2;CM;Netherlands;76;Right;4;3;Feyenoord
198140;R. Funes Mori;Rogelio Gabriel Funes Mori;05.03.1991;182.88;81.2;ST;Argentina;76;Right;4;3;Monterrey
190971;O. Alonso;Osvaldo Alonso Moreno;11.11.1985;154.94;69.9;CDM;Cuba;76;Right;4;2;Minnesota United FC
